name,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,skills,alignment,good,lawful,race,spells,weapons
f9faba,Sailor,2018-06-26T18:51:37Z,Revised Ranger 8,Revised Ranger,Beast Conclave,8,Magic Initiate|Crossbow Expert,68,16,8,18,14,8,16,10,Athletics|Stealth|Animal Handling|Insight|Perception|Survival,,N/A,N/A,Human,,"Shortsword|Longbow|Crossbow, hand|Net"
907a99,Sailor,2018-07-13T02:36:51Z,Rogue 6,Rogue,Swashbuckler,6,Dual Wielder,35,15,14,16,10,8,13,15,Athletics|Acrobatics|Stealth|Investigation|Perception|Intimidation,,N/A,N/A,Dragonborn,,Rapier
130cd5,Acolyte,2018-06-17T09:24:40Z,Barbarian 1,Barbarian,,1,,11,9,8,10,8,8,9,8,Athletics|Religion|Animal Handling|Insight,,N/A,N/A,Aarakocra,,Greataxe|Handaxe|Javelin
e384b5,Hermit,2018-07-31T22:22:12Z,Rogue 1,Rogue,,1,,8,13,14,15,10,13,10,14,Athletics|Acrobatics|Sleight of Hand|Religion|Medicine|Deception,,N/A,N/A,Dwarf,,Rapier|Shortbow|Dagger
dddfac,Charlatan,2018-07-09T02:06:27Z,Rogue 4,Rogue,Assassin,4,,26,15,13,18,15,11,12,16,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Performance,Chaotic Good,G,C,Halfling,,Rapier|Shortbow|Dagger|Longsword
7c741f,Entertainer,2018-06-11T19:52:29Z,Sorcerer 4,Sorcerer,Wild Magic,4,Magic Initiate,22,13,8,16,13,12,11,15,Acrobatics|Arcana|Perception|Performance|Persuasion,,N/A,N/A,Elf,,Quarterstaff|Dagger
b11a5a,Clan Crafter,2018-06-11T20:11:44Z,Cleric 4,Cleric,Forge Domain,4,War Caster,31,16,14,11,14,10,15,10,History|Religion|Insight|Medicine,,N/A,N/A,Gnome,Mending*0|Sacred Flame*0|Guidance*0|Identify*1|Searing Smite*1|Healing Word*1|Bless*1|Inflict Wounds*1|Sanctuary*1|Heat Metal*2|Magic Weapon*2|Silence*2|Zone of Truth*2|Spiritual Weapon*2,Mace
e648a4,Outlander,2018-08-13T23:34:51Z,Druid 1,Druid,,1,,10,16,8,17,15,8,16,8,Athletics|Nature|Insight|Perception|Survival,,N/A,N/A,Elf,,Scimitar
86ffcf,Knight,2018-08-30T22:06:08Z,Paladin 1,Paladin,,1,,13,17,15,8,16,8,8,16,Athletics|Religion|Insight|Persuasion,,N/A,N/A,Human,,Longsword|Javelin
7ac963,Urban Bounty Hunter,2018-08-06T10:16:44Z,Fighter 8,Fighter,Purple Dragon Knight,8,,68,15,16,19,15,16,11,11,Acrobatics|Stealth|Animal Handling|Insight|Perception|Survival|Persuasion,,N/A,N/A,Tabaxi,,"Longbow|Shortsword|Crossbow, Light"
c85eee,Entertainer,2018-06-12T23:25:56Z,Sorcerer 4,Sorcerer,Wild Magic,4,Magic Initiate,22,13,8,16,13,12,11,15,Acrobatics|Arcana|Perception|Performance|Persuasion,,N/A,N/A,Elf,Mage Hand*0|Dancing Lights*0|Chill Touch*0|Minor Illusion*0|Ray of Frost*0|Shocking Grasp*0|Prestidigitation*0|Magic Missile*1|Detect Magic*1|Thunderwave*1|Mage Armor*1|Scorching Ray*2|Levitate*2|Alter Self*2,Quarterstaff|Dagger
ae4c01,Knight,2018-05-20T22:00:31Z,Monk 3,Monk,Way of Tranquility,3,Mounted Combatant,24,15,8,16,14,12,14,10,Acrobatics|Stealth|History|Perception|Persuasion,,N/A,N/A,Human,,Shortsword|Dart|Unarmed Strike
f1fa28,Mercenary Veteran,2018-04-07T15:40:55Z,Ranger 3,Ranger,Beast Master,3,,32,16,10,16,14,13,13,10,Athletics|Stealth|Animal Handling|Insight|Medicine|Survival|Persuasion,,N/A,N/A,Half-Elf,,"Shortsword|Crossbow, Light"
04355c,Urchin,2018-04-10T02:49:23Z,Warlock 2,Warlock,The Celestial,2,,13,16,8,16,10,10,14,17,Acrobatics|Sleight of Hand|Stealth|Survival|Deception|Intimidation,Chaotic Good,G,C,Half-Elf,Light*0|Sacred Flame*0|Eldritch Blast*0|Mage Hand*0|Armor of Agathys*1|Cure Wounds*1|Hellish Rebuke*1,Quarterstaff|Light hammer|Dagger
188e7b,Haunted One,2018-04-06T23:48:15Z,Rogue 2,Rogue,,2,,17,13,9,16,15,14,10,10,Investigation|Religion|Deception|Intimidation,,N/A,N/A,Gnome,,Rapier|Shortbow|Dagger
17c920,Urchin,2018-04-10T19:19:07Z,Paladin 1,Paladin,,1,Durable,12,16,14,16,14,9,16,12,Athletics|Sleight of Hand|Stealth|Religion|Insight,,N/A,N/A,Human,,Greatsword|Mace
c2a5e1,Acolyte,2018-04-07T08:04:10Z,Bard 1,Bard,,1,,10,14,8,16,13,11,13,16,Acrobatics|History|Investigation|Religion|Insight|Perception|Survival|Performance,,N/A,N/A,,Mending*0|Light*0|Minor Illusion*0|Heroism*1|Healing Word*1|Sleep*1|Thunderwave*1,Dagger
23bffb,Far Traveler,2018-04-07T15:22:46Z,Druid 2|Bard 2,Druid|Bard,Circle of the Moon,4,,33,15,11,15,13,9,16,14,Nature|Animal Handling|Insight|Medicine|Perception,,N/A,N/A,Human,,Scimitar
2f375b,Far Traveler,2018-04-09T12:11:40Z,Fighter 4,Fighter,Eldritch Knight,4,Medium Armor Master,28,20,16,16,10,14,10,8,Athletics|Acrobatics|Stealth|Insight|Perception,,N/A,N/A,Bugbear,Toll the Dead*0|Booming Blade*0|Shield*1|Absorb Elements*1|Healing Word*1,Handaxe
24baea,Urchin,2018-04-10T02:50:28Z,Warlock 5|Sorcerer 15,Warlock|Sorcerer,The Celestial|Divine Soul,20,Alert|Observant|Lucky,88,16,8,17,10,10,15,18,Acrobatics|Sleight of Hand|Stealth|Survival|Deception|Intimidation,Chaotic Good,G,C,Half-Elf,Light*0|Sacred Flame*0|Eldritch Blast*0|Mage Hand*0|Cure Wounds*1|Hellish Rebuke*1|Armor of Agathys*1,Quarterstaff|Light hammer|Dagger
fc027e,Guild Artisan,2018-04-09T08:26:33Z,Paladin 3,Paladin,Oath of Free Commerce,3,,22,19,15,10,10,10,14,15,Athletics|Insight|Medicine|Persuasion,,N/A,N/A,,Identify*1|Unseen Servant*1,Longsword|Javelin
a32dc4,Outlander,2018-04-08T07:31:57Z,Druid 1,Druid,,1,,11,12,15,12,16,13,16,13,Athletics|Arcana|Nature|Survival,,N/A,N/A,Human,Shillelagh*0|Produce Flame*0|Speak with Animals*1|Entangle*1,Quarterstaff|Handaxe
83d63d,Noble,2018-04-07T20:50:27Z,Cleric 6,Cleric,Death Domain,6,,45,17,10,18,14,12,18,18,History|Religion|Insight|Deception|Persuasion,Chaotic Good,G,C,Elf,Light*0|Mending*0|Sacred Flame*0|Spare the Dying*0|Thaumaturgy*0|Bane*1|False Life*1|Command*1|Cure Wounds*1|Guiding Bolt*1|Inflict Wounds*1|Gentle Repose*2|Ray of Enfeeblement*2|Enhance Ability*2|Hold Person*2|Revivify*3|Vampiric Touch*3|Create Food and Water*3|Dispel Magic*3|Sending*3|Spirit Guardians*3,War pick
068378,Charlatan,2018-04-08T18:19:48Z,Rogue 4,Rogue,Swashbuckler,4,Skulker,23,16,9,18,10,10,12,16,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Performance|Persuasion,,N/A,N/A,Human,,Rapier|Shortbow|Dagger
fc027e,Guild Artisan,2018-04-09T01:32:08Z,Paladin 3,Paladin,Oath of Free Commerce,3,,22,19,15,10,10,10,14,15,Athletics|Insight|Medicine|Persuasion,,N/A,N/A,,Identify*1|Unseen Servant*1,Longsword|Javelin
5528fb,Criminal,2018-04-09T01:15:14Z,Fighter 8|Cleric 1,Fighter|Cleric,Battle Master|Forge Domain,9,Crossbow Expert|Sharpshooter|Resilient,84,17,9,20,17,11,13,12,Stealth|Insight|Perception|Intimidation|Persuasion,Lawful Neutral,N,L,Human,Mending*0|Resistance*0|Thaumaturgy*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1,"Longbow|Crossbow, hand|Handaxe|Dagger|Rapier|Sling|Greatsword|Net"
906508,Hermit,2018-04-07T19:56:34Z,Monk 3,Monk,Way of the Drunken Master,3,,25,13,16,14,13,17,12,18,Athletics|Acrobatics|Religion|Medicine|Performance,,N/A,N/A,Tiefling,,Dart|Unarmed Strike
8118d8,Sailor,2018-04-09T01:15:44Z,Barbarian 5,Barbarian,Path of the Ancestral Guardian,5,Sentinel,55,16,17,13,16,8,12,10,Athletics|Perception|Survival|Intimidation,,N/A,N/A,Dwarf,,Warhammer|Handaxe|Javelin
2b5ca3,Cloistered Scholar,2018-04-09T14:40:05Z,Cleric 1,Cleric,Life Domain,1,,8,13,14,11,11,15,17,18,Arcana|History|Insight|Medicine,,N/A,N/A,Aasimar,Bless*1|Cure Wounds*1,Mace|Dart
cc1db9,Noble,2018-04-07T09:21:55Z,Paladin 6,Paladin,Oath of Ancients,6,,58,19,20,13,15,10,12,16,Athletics|History|Intimidation|Persuasion,Chaotic Good,G,C,Dragonborn,Ensnaring Strike*1|Speak with Animals*1|Cure Wounds*1|Detect Evil and Good*1|Divine Favor*1|Moonbeam*2|Misty Step*2,Longsword|Javelin
5528fb,Criminal,2018-04-06T21:58:35Z,Fighter 8|Cleric 1,Fighter|Cleric,Battle Master|Forge Domain,9,Crossbow Expert|Sharpshooter|Resilient,84,17,9,20,17,11,13,12,Stealth|Insight|Perception|Intimidation|Persuasion,Lawful Neutral,N,L,Human,Mending*0|Resistance*0|Thaumaturgy*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1,"Longbow|Crossbow, hand|Handaxe|Dagger|Rapier|Sling|Greatsword|Net|Crossbow, Heavy"
ad7875,Hermit,2018-04-08T09:08:33Z,Barbarian 3,Barbarian,Path of the Berserker,3,,32,19,19,12,14,8,12,13,Nature|Religion|Animal Handling|Medicine|Survival,,N/A,N/A,Tortle,,Greataxe|Handaxe|Javelin
c0fcee,Faction Agent,2018-04-09T06:54:30Z,Rogue 2,Rogue,,2,,11,10,5,10,10,10,12,8,Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion,,N/A,N/A,Gnome,,Shortsword|Shortbow|Dagger
f2d154,Noble,2018-04-07T21:01:23Z,Sorcerer 6,Sorcerer,Wild Magic,6,,37,13,10,16,14,13,12,20,Arcana|History|Insight|Perception|Persuasion,,N/A,N/A,Elf,,Dagger
906508,Hermit,2018-04-07T19:49:23Z,Monk 3,Monk,Way of the Drunken Master,3,,25,13,16,14,13,17,12,18,Athletics|Acrobatics|Religion|Medicine|Performance,,N/A,N/A,Tiefling,,Quarterstaff|Dart|Unarmed Strike
179c30,Hermit,2018-04-08T08:34:12Z,Fighter 2,Fighter,,2,,40,17,18,8,12,10,15,14,Religion|Medicine|Survival|Intimidation,Neutral Good,G,N,Dragonborn,Booming Blade*0|Lightning Lure*0|Unseen Servant*1|Shield*1|Identify*1|Thunderwave*1,Longsword|Javelin
cf151b,Charlatan,2018-04-08T07:42:23Z,Rogue 1,Rogue,,1,,8,13,13,17,11,15,13,17,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Intimidation|Persuasion,,N/A,N/A,Half-Elf,,Shortsword|Shortbow|Dagger
0b47da,Noble,2018-04-16T21:33:57Z,Sorcerer 1,Sorcerer,Revised Favored Soul,1,,7,10,8,10,12,16,13,16,Arcana|History|Deception|Persuasion,Chaotic Good,G,C,Tiefling,Mending*0|Spare the Dying*0|Fire Bolt*0|Prestidigitation*0|Thaumaturgy*0|Inflict Wounds*1|Cure Wounds*1|Disguise Self*1,Quarterstaff|Dagger
ae7fa7,Sage,2018-04-16T21:33:57Z,Cleric 1,Cleric,War Domain,1,,9,16,15,7,13,8,16,10,Arcana|History|Religion|Insight|Survival,,N/A,N/A,Tortle,Divine Favor*1|Shield of Faith*1,Warhammer|Club
6a8d40,Sage,2018-04-16T21:33:57Z,Sorcerer 2,Sorcerer,Divine Soul,2,,14,12,10,14,12,12,14,16,Arcana|History|Nature|Insight|Medicine|Persuasion,Lawful Good,G,L,Half-Elf,Chill Touch*0|Frostbite*0|Message*0|Mold Earth*0|Cure Wounds*1|Magic Missile*1|Sleep*1|Mage Armor*1,Spear|Dagger|Sickle
ade100,Bounty Hunter,2018-04-16T21:33:57Z,Monk 11|Rogue 9,Monk|Rogue,Way of the Kensei|Scout,20,Alert|Observant,103,18,8,19,10,10,19,14,Acrobatics|Stealth|Nature|Religion|Insight|Perception|Survival|Persuasion,Chaotic Neutral,N,C,Human,,Dart|Unarmed Strike
b6e2b6,Knight,2018-04-16T21:33:57Z,Fighter 4,Fighter,Cavalier,4,Heavy Armor Master,40,19,18,10,16,11,10,10,Athletics|History|Animal Handling|Survival|Intimidation|Persuasion,,N/A,N/A,Half-Orc,,"Battleaxe|Crossbow, Light|Lance"
32a85e,Far Traveler,2018-04-16T21:33:57Z,Sorcerer 4|Cleric 1,Sorcerer|Cleric,Divine Soul|Life Domain,5,,42,19,9,14,14,8,14,18,Religion|Insight|Perception|Persuasion,,N/A,N/A,Aasimar,Mage Hand*0|Fire Bolt*0|Ray of Frost*0|Shocking Grasp*0|Spare the Dying*0|Thaumaturgy*0|Toll the Dead*0|Bless*1|Healing Word*1|Shield of Faith*1|Cure Wounds*1|Bane*1|Shield*1|Phantasmal Force*2|Shatter*2|Silence*2,Dagger
6c03ba,Folk Hero,2018-04-16T21:33:57Z,Ranger 4,Ranger,Gloom Stalker,4,,32,16,10,19,14,12,14,8,Athletics|Stealth|Investigation|Animal Handling|Perception|Survival,Lawful Good,G,L,Elf,Disguise Self*1|Animal Friendship*1|Goodberry*1|HunterÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Mark*1,Spear|Quarterstaff|Longbow
ae7fa7,Sage,2018-04-16T21:33:57Z,Cleric 1,Cleric,Tempest Domain,1,,9,19,15,7,13,8,16,10,Arcana|History|Religion|Insight|Survival,,N/A,N/A,Tortle,Sacred Flame*0|Spare the Dying*0|Light*0|Fog Cloud*1|Thunderwave*1|Cure Wounds*1|Detect Magic*1|Guiding Bolt*1|Sanctuary*1,Mace|Warhammer
32a85e,Far Traveler,2018-04-16T21:33:57Z,Sorcerer 4|Cleric 1,Sorcerer|Cleric,Divine Soul|Life Domain,5,,42,19,9,14,14,8,14,18,Religion|Insight|Perception|Persuasion,,N/A,N/A,Aasimar,Light*0|Fire Bolt*0|Ray of Frost*0|Shocking Grasp*0|Mage Hand*0|Mending*0|Spare the Dying*0|Thaumaturgy*0|Toll the Dead*0|Bless*1|Healing Word*1|Shield of Faith*1|Cure Wounds*1|Bane*1|Shield*1|Phantasmal Force*2|Shatter*2|Silence*2,Dagger
8cc4ff,Criminal,2018-04-16T21:33:57Z,Rogue 1,Rogue,,1,,8,14,8,16,10,13,13,18,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion,Chaotic Neutral,N,C,Kenku,,Dagger
a96294,Urban Bounty Hunter,2018-04-16T21:33:57Z,Ranger 1,Ranger,,1,Dual Wielder,12,15,8,16,14,12,14,10,Athletics|Stealth|Investigation|Nature|Insight|Perception,,N/A,N/A,Human,,Shortsword|Longbow
7f4bc0,Clan Crafter,2018-04-16T21:33:57Z,Fighter 1,Fighter,,1,,13,18,17,13,16,10,12,8,Athletics|History|Insight|Perception,,N/A,N/A,Dwarf,,"Longsword|Crossbow, Light"
21cbb3,Hermit,2018-04-16T21:33:57Z,Druid 1,Druid,,1,Alert,10,15,10,14,14,12,16,8,Stealth|Religion|Animal Handling|Medicine|Perception,,N/A,N/A,Human,,Spear
8cef30,Hermit,2018-04-16T21:33:57Z,Druid 1,Druid,,1,,9,15,15,15,13,12,11,10,Nature|Religion|Animal Handling|Insight|Medicine|Perception,Chaotic Good,G,C,Half-Elf,Druidcraft*0|Animal Friendship*1|Healing Word*1,Scimitar
aa5dea,Entertainer,2018-04-16T21:33:57Z,Bard 3,Bard,College of Swords,3,,27,12,16,12,16,8,13,16,Athletics|Acrobatics|Sleight of Hand|Deception|Performance|Persuasion,,N/A,N/A,Goliath,,Longsword|Dagger
bee115,Mercenary Veteran,2018-04-16T21:33:57Z,Revised Ranger 3|Wizard 1,Revised Ranger|Wizard,Beast Conclave,4,,30,17,10,14,13,17,10,10,Athletics|Stealth|Animal Handling|Perception|Survival|Persuasion,Chaotic Neutral,N,C,,Absorb Elements*1,Shortsword|Longbow
2c9b05,Urchin,2018-04-16T21:33:57Z,Cleric 1,Cleric,Light Domain,1,War Caster,10,18,12,14,14,8,16,10,Athletics|Sleight of Hand|Stealth|Insight|Medicine,,N/A,N/A,Human,Light*0|Burning Hands*1|Faerie Fire*1,"Mace|Crossbow, Light"
7667a0,Soldier,2018-04-16T21:33:57Z,Fighter 1,Fighter,,1,,12,16,17,10,16,14,12,15,Athletics|History|Perception|Intimidation,,N/A,N/A,Human,,"Longsword|Pike|Crossbow, Light"
37842a,Far Traveler,2018-04-16T21:33:57Z,Ranger 15,Ranger,Beast Master,15,,151,15,10,19,14,12,14,15,Investigation|Nature|Animal Handling|Insight|Perception,,N/A,N/A,Half-Elf,,Shortsword|Longbow
11be9f,Charlatan,2018-04-16T21:33:57Z,Wizard 1,Wizard,,1,,7,12,8,14,12,16,10,16,Sleight of Hand|Arcana|Investigation|Deception,,N/A,N/A,Half-Elf,,Dagger
e97ae1,Folk Hero,2018-04-16T21:33:57Z,Druid 15,Druid,Circle of the Moon,15,,118,14,9,17,14,12,19,9,Nature|Animal Handling|Medicine|Perception|Survival,,N/A,N/A,Elf,,Quarterstaff|Scimitar
e17d4d,Urban Bounty Hunter,2018-04-16T21:33:57Z,Rogue 1,Rogue,,1,,8,14,10,17,10,10,14,14,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion,Chaotic Neutral,N,C,Elf,,Shortsword|Shortbow|Dagger
aa5dea,Knight,2018-04-16T21:33:57Z,Fighter 3,Fighter,Champion,3,,29,16,19,14,15,11,9,9,Athletics|Nature|Perception|Intimidation|Persuasion,,N/A,N/A,Half-Orc,,Shortsword|Handaxe
cae186,Acolyte,2018-04-16T21:33:57Z,Cleric 1,Cleric,Tempest Domain,1,Magic Initiate,10,18,12,10,14,14,16,8,History|Religion|Insight|Medicine|Perception,,N/A,N/A,Human,Fog Cloud*1|Thunderwave*1,Mace
4b9745,Urchin,2018-04-16T21:33:57Z,Rogue 15,Rogue,Arcane Trickster,15,,104,14,11,19,13,17,11,12,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion,,N/A,N/A,Elf,,Rapier|Shortbow|Dagger
6f31d7,Charlatan,2018-04-16T21:33:57Z,Bard 1,Bard,,1,,10,12,12,13,14,10,11,19,Sleight of Hand|Deception|Intimidation|Performance|Persuasion,True Neutral,N,N,Human,Vicious Mockery*0|Mage Hand*0|Charm Person*1|Sleep*1|Healing Word*1|Thunderwave*1,Rapier|Dagger
e86620,Outlander,2018-04-16T21:33:57Z,Paladin 10|Barbarian 5,Paladin|Barbarian,Oath of Ancients|Path of the Ancestral Guardian,15,,204,19,19,9,18,12,9,14,Athletics|Insight|Survival|Intimidation,,N/A,N/A,Half-Orc,Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2|Plant Growth*3|Protection from Energy*3,Warhammer|Javelin
5e4bdd,Haunted One,2018-04-16T21:33:57Z,Wizard 1,Wizard,,1,,10,11,10,12,16,15,14,8,Arcana|Investigation|Insight|Medicine,,N/A,N/A,Dwarf,,Quarterstaff
5e515d,Criminal,2018-04-16T21:33:57Z,Warlock 1,Warlock,The Great Old One,1,,9,13,8,14,12,14,12,16,Stealth|Arcana|Deception|Intimidation,Neutral Evil,E,N,Tiefling,,"Crossbow, Light|Dagger|Handaxe"
aff128,Barbarian Tribe Member,2018-04-16T21:33:57Z,Barbarian 1,Barbarian,,1,,14,15,16,13,15,10,8,13,Athletics|Perception|Survival|Intimidation,,N/A,N/A,Dragonborn,,Battleaxe|Handaxe|Javelin
3e3dd5,Urban Bounty Hunter,2018-04-16T21:33:57Z,Rogue 1,Rogue,,1,,8,14,8,17,10,10,16,13,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion,,N/A,N/A,Elf,,Shortsword|Shortbow|Dagger
6bd888,Far Traveler,2018-04-16T21:33:57Z,Sorcerer 1,Sorcerer,Draconic Bloodline,1,,8,15,10,14,13,10,12,16,Insight|Perception|Deception|Intimidation,,N/A,N/A,Dragonborn,,Quarterstaff|Dagger
7b77dd,Noble,2018-04-16T21:33:57Z,Wizard 1,Wizard,,1,,8,18,9,18,14,20,12,10,Arcana|History|Investigation|Insight,Lawful Neutral,N,L,Gnome,Minor Illusion*0|Ray of Frost*0|Prestidigitation*0|Mage Hand*0|Detect Magic*1|Find Familiar*1|Mage Armor*1|Magic Missile*1|Comprehend Languages*1|Sleep*1,Dagger
b5a5b4,Acolyte,2018-04-16T21:33:57Z,Sorcerer 15,Sorcerer,Draconic Bloodline,15,,119,14,12,13,15,13,9,20,Arcana|Religion|Insight|Intimidation,,N/A,N/A,Dragonborn,,"Crossbow, Light|Dagger"
6a18cf,Urchin,2018-04-16T21:33:57Z,Monk 1,Monk,,1,,8,14,12,16,11,12,13,13,Acrobatics|Sleight of Hand|Stealth|Insight|Perception,,N/A,N/A,Tabaxi,,Shortsword|Dart|Unarmed Strike
45c534,Acolyte,2018-04-16T21:33:57Z,Monk 4,Monk,Way of the Kensei,4,,45,20,11,20,19,14,20,14,Acrobatics|Stealth|Investigation|Religion|Insight|Perception,,N/A,N/A,Elf,,Unarmed Strike|Quarterstaff|Longbow
045f95,Entertainer,2018-04-16T21:33:57Z,Bard 1,Bard,,1,,8,13,8,15,10,10,15,17,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Performance,Chaotic Good,G,C,Half-Elf,,Shortsword|Dagger
7a4887,Acolyte,2018-04-16T21:33:57Z,Cleric 15,Cleric,Life Domain,15,,118,18,16,14,13,10,18,11,Religion|Insight|Medicine|Perception|Persuasion,,N/A,N/A,Elf,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5,"Mace|Crossbow, Light"
b6e2b6,Knight,2018-04-16T21:33:57Z,Fighter 4,Fighter,Cavalier,4,Heavy Armor Master,40,19,18,10,16,11,10,10,Athletics|History|Animal Handling|Survival|Intimidation|Persuasion,,N/A,N/A,Half-Orc,,"Battleaxe|Crossbow, Light"
59c905,Acolyte,2018-04-16T21:33:57Z,Barbarian 1,Barbarian,,1,,13,13,17,14,13,12,10,9,Religion|Insight,,N/A,N/A,Dragonborn,,Greataxe|Handaxe|Javelin
5528fb,Criminal,2018-04-16T21:33:57Z,Fighter 8|Cleric 1,Fighter|Cleric,Battle Master|Forge Domain,9,Crossbow Expert|Sharpshooter|Resilient,84,17,9,20,17,11,13,12,Stealth|Insight|Perception|Intimidation|Persuasion,Lawful Neutral,N,L,Human,Mending*0|Resistance*0|Thaumaturgy*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1,"Longbow|Crossbow, hand|Handaxe|Dagger|Rapier|Sling|Greatsword|Net|Crossbow, Heavy"
5bb250,Outlander,2018-04-16T21:33:57Z,Monk 3|Druid 1,Monk|Druid,Way of the Kensei,4,,32,15,8,17,13,13,15,9,Athletics|Stealth|Nature|Perception|Survival,True Neutral,N,N,Elf,Druidcraft*0|Guidance*0|Mending*0|Poison Spray*0|Produce Flame*0|Resistance*0|Shillelagh*0|Thunderclap*0|Thorn Whip*0|Resistance*0|Mold Earth*0|Magic Stone*0|Gust*0|Frostbite*0|Goodberry*1|Cure Wounds*1|Ice Knife*1|Thunderwave*1|Entangle*1|Healing Word*1,Longbow
ae7fa7,Sage,2018-04-16T21:33:57Z,Cleric 1,Cleric,Tempest Domain,1,,9,17,15,7,13,8,16,10,Arcana|History|Religion|Insight|Survival,,N/A,N/A,Tortle,Sacred Flame*0|Spare the Dying*0|Light*0|Fog Cloud*1|Thunderwave*1|Cure Wounds*1|Detect Magic*1|Guiding Bolt*1|Sanctuary*1,Mace|Warhammer
c3db91,Outlander,2018-04-16T21:33:57Z,Barbarian 1,Barbarian,,1,,14,15,15,16,14,11,13,12,Athletics|Nature|Animal Handling|Perception|Survival,True Neutral,N,N,Elf,,Glaive|Handaxe|Javelin
2f143f,Acolyte,2018-04-16T21:33:57Z,Druid 21,Druid,Circle of the Moon,21,,273,16,10,16,20,10,20,8,Religion|Animal Handling|Insight|Medicine|Perception,,N/A,N/A,Elf,,Scimitar
c3bece,Folk Hero,2018-04-16T21:33:57Z,Barbarian 15,Barbarian,Path of the Totem Warrior,15,,202,16,19,14,19,8,11,9,Athletics|Nature|Animal Handling|Survival|Intimidation,,N/A,N/A,Goliath,,Greataxe|Javelin
0c6045,Soldier,2018-04-16T21:33:57Z,Fighter 1,Fighter,,1,,12,16,17,10,14,12,9,14,Athletics|Acrobatics|Perception|Intimidation,,N/A,N/A,Dragonborn,,Greatsword|Pike|Handaxe
14a4dc,Sailor,2018-04-16T21:33:57Z,Paladin 4,Paladin,Oath of Vengeance,4,,36,18,18,10,14,10,8,16,Athletics|Insight|Perception|Intimidation,,N/A,N/A,Dragonborn,Bane*1|HunterÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Mark*1|Cure Wounds*1,Warhammer|Javelin
bd3064,Far Traveler,2018-04-16T21:33:57Z,Warlock 1,Warlock,The Undying,1,,5,14,14,16,10,16,15,13,Acrobatics|Stealth|Arcana|Investigation|Insight|Perception,,N/A,N/A,,Spare the Dying*0,Dagger
04355c,Urchin,2018-04-16T21:33:57Z,Warlock 2,Warlock,The Celestial,2,,13,16,8,16,10,10,14,17,Sleight of Hand|Stealth|Arcana|Insight|Perception|Deception,Chaotic Good,G,C,Half-Elf,Light*0|Sacred Flame*0|Eldritch Blast*0|Mage Hand*0|Armor of Agathys*1|Cure Wounds*1|Hellish Rebuke*1,Quarterstaff|Light hammer|Dagger
9fc942,Entertainer,2018-04-16T21:33:57Z,Bard 1,Bard,,1,,9,13,10,15,12,10,10,17,Acrobatics|Insight|Deception|Performance|Persuasion,,N/A,N/A,Tiefling,,Rapier|Dagger
3e3dd5,Urban Bounty Hunter,2018-04-16T21:33:57Z,Rogue 1,Rogue,,1,Alert,8,14,8,16,10,10,14,15,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Persuasion,,N/A,N/A,Human,,Shortsword|Shortbow|Dagger
8d0d65,Folk Hero,2018-04-16T21:33:57Z,Rogue 3,Rogue,Thief,3,,21,14,8,16,13,9,16,11,Sleight of Hand|Stealth|Animal Handling|Insight|Perception|Survival|Deception,,N/A,N/A,Elf,,Rapier|Shortbow|Dagger
2b3fcb,Criminal,2018-04-16T21:33:57Z,Sorcerer 1,Sorcerer,Shadow Magic,1,,7,14,11,18,13,16,15,18,Stealth|Deception|Intimidation|Persuasion,Neutral Evil,E,N,Human,,Spear|Dagger
6c03ba,Folk Hero,2018-04-16T21:33:57Z,Ranger 4,Ranger,Gloom Stalker,4,,32,16,10,19,14,12,14,8,Athletics|Stealth|Investigation|Animal Handling|Perception|Survival,Lawful Good,G,L,Elf,Disguise Self*1|Animal Friendship*1|Goodberry*1|HunterÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Mark*1,Spear|Quarterstaff|Longbow
d5bc2c,Soldier,2018-04-16T21:33:57Z,Paladin 1,Paladin,,1,,13,18,21,15,16,16,13,14,Athletics|Medicine|Intimidation,,N/A,N/A,Human,Mage Hand*0,Longsword|Javelin
